Season_End_Year,Team,Rank,MP,W,D,L,GD,Pts
2020,Arsenal,8  ,38,14,14,10,8,56
2020,Sheff Utd,9  ,38,14,12,12,0,54
2020,Burnley,10  ,38,15,9,14,-7,54
2020,Southampton,11  ,38,15,7,16,-9,52
2020,Everton,12  ,38,13,10,15,-12,49
2020,Newcastle,13  ,38,11,11,16,-20,44
2020,Crystal Palace,14  ,38,11,10,17,-19,43
2020,Brighton,15  ,38,9,14,15,-15,41
2020,West Ham,16  ,38,10,9,19,-13,39
2020,Aston Villa,17  ,38,9,8,21,-26,35
2020,Bournemouth,18  ,38,9,7,22,-25,34
2020,Watford,19  ,38,8,10,20,-28,34
2020,Norwich,20  ,38,5,6,27,-49,21
2021,Man City,1  ,38,27,5,6,51,86
2021,Man Utd,2  ,38,21,11,6,29,74
2021,Liverpool,3  ,38,20,9,9,26,69
2021,Chelsea,4  ,38,19,10,9,22,67
2021,Leicester,5  ,38,20,6,12,18,66
2021,West Ham,6  ,38,19,8,11,15,65
2021,Tottenham,7  ,38,18,8,12,23,62
2021,Arsenal,8  ,38,18,7,13,16,61
2021,Leeds,9  ,38,18,5,15,8,59
2021,Everton,10  ,38,17,8,13,-1,59
2021,Aston Villa,11  ,38,16,7,15,9,55
2021,Newcastle,12  ,38,12,9,17,-16,45
2021,Wolves,13  ,38,12,9,17,-16,45
2021,Crystal Palace,14  ,38,12,8,18,-25,44
2021,Southampton,15  ,38,12,7,19,-21,43
2021,Brighton,16  ,38,9,14,15,-6,41
2021,Burnley,17  ,38,10,9,19,-22,39
2021,Fulham,18  ,38,5,13,20,-26,28
2021,West Brom,19  ,38,5,11,22,-41,26
2021,Sheff Utd,20  ,38,7,2,29,-43,23
2022,Man City,1  ,38,29,6,3,73,93
2022,Liverpool,2  ,38,28,8,2,68,92
2022,Chelsea,3  ,38,21,11,6,43,74
2022,Tottenham,4  ,38,22,5,11,29,71
2022,Arsenal,5  ,38,22,3,13,13,69
2022,Man Utd,6  ,38,16,10,12,0,58
2022,West Ham,7  ,38,16,8,14,9,56
2022,Leicester,8  ,38,14,10,14,3,52
2022,Brighton,9  ,38,12,15,11,-2,51
2022,Wolves,10  ,38,15,6,17,-5,51
2022,Newcastle,11  ,38,13,10,15,-18,49
2022,Crystal Palace,12  ,38,11,15,12,4,48
2022,Brentford,13  ,38,13,7,18,-8,46
2022,Aston Villa,14  ,38,13,6,19,-2,45
2022,Southampton,15  ,38,9,13,16,-24,40
2022,Everton,16  ,38,11,6,21,-23,39
2022,Leeds,17  ,38,9,11,18,-37,38
2022,Burnley,18  ,38,7,14,17,-19,35
2022,Watford,19  ,38,6,5,27,-43,23
2022,Norwich,20  ,38,5,7,26,-61,22
2023,Man City,1  ,38,28,5,5,61,89
2023,Arsenal,2  ,38,26,6,6,45,84
2023,Man Utd,3  ,38,23,6,9,15,75
2023,Newcastle,4  ,38,19,14,5,35,71
2023,Liverpool,5  ,38,19,10,9,28,67
2023,Brighton,6  ,38,18,8,12,19,62
2023,Aston Villa,7  ,38,18,7,13,5,61
2023,Tottenham,8  ,38,18,6,14,7,60
2023,Brentford,9  ,38,15,14,9,12,59
2023,Fulham,10  ,38,15,7,16,2,52
2023,Crystal Palace,11  ,38,11,12,15,-9,45
2023,Chelsea,12  ,38,11,11,16,-9,44
2023,Wolves,13  ,38,11,8,19,-27,41
2023,West Ham,14  ,38,11,7,20,-13,40
2023,Bournemouth,15  ,38,11,6,21,-34,39
2023,Nottm Forest,16  ,38,9,11,18,-30,38
2023,Everton,17  ,38,8,12,18,-23,36
2023,Leicester,18  ,38,9,7,22,-17,34
2023,Leeds,19  ,38,7,10,21,-30,31
2023,Southampton,20  ,38,6,7,25,-37,25
2024,Arsenal,1  ,36,26,5,5,60,83
2024,Man City,2  ,35,25,7,3,54,82
2024,Liverpool,3  ,36,23,9,4,43,78
2024,Aston Villa,4  ,36,20,7,9,20,67
2024,Tottenham,5  ,35,18,6,11,11,60
2024,Newcastle,6  ,35,17,5,13,22,56
2024,Chelsea,7  ,35,15,9,11,11,54
2024,Man Utd,8  ,34,16,6,12,1,54
2024,West Ham,9  ,36,13,10,13,-14,49
2024,Bournemouth,10  ,36,13,9,14,-11,48
2024,Brighton,11  ,35,12,11,12,-4,47
2024,Wolves,12  ,36,13,7,16,-11,46
2024,Fulham,13  ,36,12,8,16,-4,44
2024,Crystal Palace,14  ,35,10,10,15,-12,40
2024,Everton,15  ,36,12,9,15,-11,37
2024,Brentford,16  ,36,9,9,18,-8,36
2024,Nottm Forest,17  ,36,8,9,19,-18,29
2024,Luton,18  ,36,6,8,22,-29,26
2024,Burnley,19  ,36,5,9,22,-35,24
2024,Sheff Utd,20  ,36,3,7,26,-65,16
