Season_End_Year,Team,Rank,MP,W,D,L,GD,Pts
2020,Toulouse,20  ,28,3,4,21,-36,13
2021,LOSC Lille,1  ,38,24,11,3,41,83
2021,Paris SG,2  ,38,26,4,8,58,82
2021,Monaco,3  ,38,24,6,8,34,78
2021,Olympique Lyon,4  ,38,22,10,6,38,76
2021,Marseille,5  ,38,16,12,10,7,60
2021,Stade Rennais,6  ,38,16,10,12,12,58
2021,Lens,7  ,38,15,12,11,1,57
2021,Montpellier,8  ,38,14,12,12,-2,54
2021,OGC Nice,9  ,38,15,7,16,-3,52
2021,FC Metz,10  ,38,12,11,15,-4,47
2021,Saint-Étienne,11  ,38,12,10,16,-12,46
2021,G. Bordeaux,12  ,38,13,6,19,-14,45
2021,Angers SCO,13  ,38,12,8,18,-18,44
2021,Stade Reims,14  ,38,9,15,14,-8,42
2021,R. Strasbourg,15  ,38,11,9,18,-9,42
2021,FC Lorient,16  ,38,11,9,18,-18,42
2021,Stade Brestois,17  ,38,11,8,19,-16,41
2021,FC Nantes,18  ,38,9,13,16,-8,40
2021,Nîmes Olympique,19  ,38,9,8,21,-31,35
2021,Dijon,20  ,38,4,9,25,-48,21
2022,Paris SG,1  ,38,26,8,4,54,86
2022,Marseille,2  ,38,21,8,9,25,71
2022,Monaco,3  ,38,20,9,9,25,69
2022,Stade Rennais,4  ,38,20,6,12,42,66
2022,OGC Nice,5  ,38,20,7,11,16,66
2022,R. Strasbourg,6  ,38,17,12,9,17,63
2022,Lens,7  ,38,17,11,10,14,62
2022,Olympique Lyon,8  ,38,17,11,10,15,61
2022,FC Nantes,9  ,38,15,10,13,7,55
2022,LOSC Lille,10  ,38,14,13,11,0,55
2022,Stade Brestois,11  ,38,13,9,16,-8,48
2022,Stade Reims,12  ,38,11,13,14,-1,46
2022,Montpellier,13  ,38,12,7,19,-12,43
2022,Angers SCO,14  ,38,10,11,17,-11,41
2022,Troyes,15  ,38,9,11,18,-16,38
2022,FC Lorient,16  ,38,8,12,18,-28,36
2022,Clermont Foot,17  ,38,9,9,20,-31,36
2022,Saint-Étienne,18  ,38,7,11,20,-35,32
2022,FC Metz,19  ,38,6,13,19,-34,31
2022,G. Bordeaux,20  ,38,6,13,19,-39,31
2023,Paris SG,1  ,38,27,4,7,49,85
2023,Lens,2  ,38,25,9,4,39,84
2023,Marseille,3  ,38,22,7,9,27,73
2023,Stade Rennais,4  ,38,21,5,12,30,68
2023,LOSC Lille,5  ,38,19,10,9,21,67
2023,Monaco,6  ,38,19,8,11,12,65
2023,Olympique Lyon,7  ,38,18,8,12,18,62
2023,Clermont Foot,8  ,38,17,8,13,-4,59
2023,OGC Nice,9  ,38,15,13,10,11,58
2023,FC Lorient,10  ,38,15,10,13,-1,55
2023,Stade Reims,11  ,38,12,15,11,0,51
2023,Montpellier,12  ,38,15,5,18,3,50
2023,Toulouse,13  ,38,13,9,16,-6,48
2023,Stade Brestois,14  ,38,11,11,16,-10,44
2023,R. Strasbourg,15  ,38,9,13,16,-8,40
2023,FC Nantes,16  ,38,7,15,16,-18,36
2023,AJ Auxerre,17  ,38,8,11,19,-28,35
2023,AC Ajaccio,18  ,38,7,5,26,-51,26
2023,Troyes,19  ,38,4,12,22,-36,24
2023,Angers SCO,20  ,38,4,6,28,-48,18
