Season_End_Year,Team,Rank,MP,W,D,L,GD,Pts
2021,Athletic,9  ,38,11,13,14,4,46
2021,Granada CF,10  ,38,13,7,18,-18,46
2021,CA Osasuna,11  ,38,11,11,16,-11,44
2021,Cádiz CF,12  ,38,11,11,16,-22,44
2021,Valencia,13  ,38,10,13,15,-3,43
2021,Levante,14  ,38,9,14,15,-11,41
2021,Getafe,15  ,38,9,11,18,-15,38
2021,Alavés,16  ,38,9,11,18,-21,38
2021,Elche CF,17  ,38,8,12,18,-21,36
2021,SD Huesca,18  ,38,7,13,18,-19,34
2021,Real Valladolid,19  ,38,5,16,17,-23,31
2021,SD Eibar,20  ,38,6,12,20,-23,30
2022,Real Madrid,1  ,38,26,8,4,49,86
2022,Barcelona,2  ,38,21,10,7,30,73
2022,Atlético Madrid,3  ,38,21,8,9,22,71
2022,Sevilla FC,4  ,38,18,16,4,23,70
2022,Real Betis,5  ,38,19,8,11,22,65
2022,Real Sociedad,6  ,38,17,11,10,3,62
2022,Villarreal,7  ,38,16,11,11,26,59
2022,Athletic,8  ,38,14,13,11,7,55
2022,Valencia,9  ,38,11,15,12,-5,48
2022,CA Osasuna,10  ,38,12,11,15,-14,47
2022,Celta de Vigo,11  ,38,12,10,16,0,46
2022,Rayo Vallecano,12  ,38,11,9,18,-11,42
2022,Elche CF,13  ,38,11,9,18,-12,42
2022,Espanyol,14  ,38,10,12,16,-13,42
2022,Getafe,15  ,38,8,15,15,-8,39
2022,RCD Mallorca,16  ,38,10,9,19,-27,39
2022,Cádiz CF,17  ,38,8,15,15,-16,39
2022,Granada CF,18  ,38,8,14,16,-17,38
2022,Levante,19  ,38,8,11,19,-25,35
2022,Alavés,20  ,38,8,7,23,-34,31
2023,Barcelona,1  ,38,28,4,6,50,88
2023,Real Madrid,2  ,38,24,6,8,39,78
2023,Atlético Madrid,3  ,38,23,8,7,37,77
2023,Real Sociedad,4  ,38,21,8,9,16,71
2023,Villarreal,5  ,38,19,7,12,19,64
2023,Real Betis,6  ,38,17,9,12,5,60
2023,CA Osasuna,7  ,38,15,8,15,-5,53
2023,Athletic,8  ,38,14,9,15,4,51
2023,RCD Mallorca,9  ,38,14,8,16,-6,50
2023,Girona,10  ,38,13,10,15,3,49
2023,Sevilla FC,11  ,38,13,10,15,-7,49
2023,Rayo Vallecano,12  ,38,13,10,15,-8,49
2023,Celta de Vigo,13  ,38,11,10,17,-10,43
2023,Valencia,14  ,38,11,9,18,-3,42
2023,Getafe,15  ,38,10,12,16,-11,42
2023,Cádiz CF,16  ,38,10,12,16,-23,42
2023,UD Almería,17  ,38,11,8,19,-16,41
2023,Real Valladolid,18  ,38,11,7,20,-30,40
2023,Espanyol,19  ,38,8,13,17,-17,37
2023,Elche CF,20  ,38,5,10,23,-37,25
